1930	0
1931	0
1932	0
1933	0
1934	0
1935	0
1936	0
1937	0
1938	0
1939	0
1940	0
1941	0
1942	0
1943	0
1944	0
1945	0
1946	0
1947	0
1948	0
1949	0
1950	0
1951	0
1952	0
1953	0
1954	0
1955	0
1956	0
1957	0
1958	0
1959	0
1960	0
1961	0
1962	0
1963	0
1964	0
1965	0
1966	0
1967	0
1968	0
1969	0
1970	0
1971	0
1972	0
1973	0
1974	0
1975	0
1976	0
1977	0
1978	0
1979	0
1980	0
1981	0
1982	0
1983	0
1984	0
1985	0
1986	0
1987	1
1988	0
1989	2
1990	0
1991	3
1992	3
1993	3
1994	4
1995	7
1996	6
1997	11
1998	6
1999	14
2000	11
2001	17
2002	25
2003	25
2004	24
2005	36
2006	43
2007	63
2008	44
2009	35
2010	41
2011	37
2012	40
2013	39
2014	27
