1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.998679196083866350e-01 6.001320803916133650e-01
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.246769525805019763e-01 5.753230474194980237e-01
1.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.562157381557769842e-01 5.437842618442230158e-01
1.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 9.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.700000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.919295526415652375e-01 5.080704473584347625e-01
1.000000000000000000e+00 4.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 6.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.289640500697245784e-01 4.710359499302754771e-01
1.000000000000000000e+00 5.000000000000000000e+00 0.000000000000000000e+00 2.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.250000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.643677311620578507e-01 4.356322688379422048e-01
1.000000000000000000e+00 6.000000000000000000e+00 0.000000000000000000e+00 3.600000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.160000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.953585345951455388e-01 4.046414654048544612e-01
1.000000000000000000e+00 7.000000000000000000e+00 0.000000000000000000e+00 4.900000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.195015120335057857e-01 3.804984879664942143e-01
1.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 6.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.120000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.346926046101062369e-01 3.653073953898938186e-01
1.000000000000000000e+00 9.000000000000000000e+00 0.000000000000000000e+00 8.100000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 7.290000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.389364124330554340e-01 3.610635875669446215e-01
1.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 2.500000000000000000e+07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.250000000000000000e+11 4.050985243173725880e-01 5.949014756826274120e-01
1.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e+03 1.000000000000000000e+00 5.000000000000000000e+03 2.500000000000000000e+07 1.000000000000000000e+00 5.000000000000000000e+03 2.500000000000000000e+07 1.250000000000000000e+11 4.281293490781661326e-01 5.718706509218338674e-01
1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+04 2.500000000000000000e+07 8.000000000000000000e+00 2.000000000000000000e+04 5.000000000000000000e+07 1.250000000000000000e+11 4.579635053570704217e-01 5.420364946429295783e-01
1.000000000000000000e+00 3.000000000000000000e+00 5.000000000000000000e+03 9.000000000000000000e+00 1.500000000000000000e+04 2.500000000000000000e+07 2.700000000000000000e+01 4.500000000000000000e+04 7.500000000000000000e+07 1.250000000000000000e+11 4.920626197583125583e-01 5.079373802416874417e-01
