Turkey_from_whole,_enhanced,_light_meat,_meat_only,_raw 5 0.2724894222
Restaurant,_family_style,_hash_browns 2 0.31211669649
Squash,_winter,_spaghetti,_raw 2 0.585347254274
Beef,_round,_eye_of_round_steak,_boneless,_separable_lean_and_fat,_trimmed_to_0"_fat,_all_grades,_cooked,_grilled 5 0.463048030995
Infant_formula,_MEAD_JOHNSON,_ENFAMIL,_Premature,_24_calories_ready-to-feed_Low_iron 2 0.518868062914
CAMPBELL'S_Red_and_White,_Manhattan_Clam_Chowder,_condensed 2 0.400757994016
Turkey,_young_hen,_skin_only,_cooked,_roasted 1 0.215284250151
Babyfood,_fruit,_applesauce_and_apricots,_strained 2 0.595410959669
Cheese,_cottage,_lowfat,_2%_milkfat 2 0.390498177299
Chayote,_fruit,_cooked,_boiled,_drained,_without_salt 2 0.552613241645
Beef,_New_Zealand,_imported,_manufacturing_beef,_cooked,_boiled 5 0.247128639059
Beef,_Australian,_Wagyu,_loin,_tenderloin_steak/roast,_boneless,_separable_lean_only,_Aust._marble_score_4/5,_raw 5 0.359978772302
MORNINGSTAR_FARMS_Meal_Starters_Veggie_Meatballs,_frozen,_unprepared 5 0.149269495229
SUNSHINE,_CHEEZ-IT,_100_Calorie_RIGHT_BITES,_Extra_Cheesy_Party_Mix 0 0.198291918677
Beef,_ground,_95%_lean_meat_/_5%_fat,_patty,_cooked,_broiled 5 0.486448154567
Sauce,_cheese_sauce_mix,_dry 0 0.103099714966
Pork,_fresh,_loin,_blade_(roasts),_boneless,_separable_lean_and_fat,_cooked,_roasted 5 0.456886601569
SPAGHETTIOS,_SpaghettiOs_Original 2 0.580424418904
Beef,_plate,_outside_skirt_steak,_separable_lean_and_fat,_trimmed_to_0"_fat,_all_grades,_cooked,_broiled 5 0.465614666291
Olives,_ripe,_canned_(jumbo-super_colossal) 2 0.468464764201
Pokeberry_shoots,_(poke),_raw 2 0.266400025424
Edamame,_frozen,_prepared 2 0.191265614555
Restaurant,_Latino,_empanadas,_beef,_prepared 0 -0.00940012260091
McDONALD'S,_french_fries 0 0.103283947831
Beef,_New_Zealand,_imported,_hind_shin,_separable_lean_and_fat,_raw 5 0.308926490988
Beverages,_KELLOGG'S,_SPECIAL_K_Protein_Shake 2 0.513341491016
Nuts,_mixed_nuts,_oil_roasted,_without_peanuts,_with_salt_added 1 0.165486288894
Apples,_raw,_with_skin 2 0.589652236982
Beans,_pinto,_mature_seeds,_canned,_drained_solids,_rinsed_in_tap_water 2 0.416746493417
Millet,_puffed 0 0.310650658534
Squirrel,_ground,_meat_(Alaska_Native) 5 0.173132701171
Margarine,_margarine-type_vegetable_oil_spread,_70%_fat,_soybean_and_partially_hydrogenated_soybean,_stick 1 0.276597371495
Turkey,_enhanced,_dark_meat_from_whole,_meat_and_skin,_cooked,_roasted 5 0.491668005622
BURGER_KING,_WHOPPER,_with_cheese 5 0.0190181638673
Gravy,_beef,_canned,_ready-to-serve 2 0.511228906603
Lamb,_New_Zealand,_imported,_frozen,_composite_of_trimmed_retail_cuts,_separable_lean_and_fat,_cooked 5 0.402040664347
Soup,_ramen_noodle,_chicken_flavor,_dry 0 0.218622245996
Carbonated_beverage,_cola,_contains_caffeine,_fast-food_cola 2 0.562743800188
Pork,_fresh,_loin,_center_rib_(chops_or_roasts),_boneless,_separable_lean_and_fat,_raw 5 0.323157118305
Fish,_tilefish,_cooked,_dry_heat 5 0.26474338884
Winged_beans,_mature_seeds,_cooked,_boiled,_with_salt 2 0.26708850975
Sauce,_barbecue,_KC_MASTERPIECE,_original 2 0.258716031565
McDONALD'S,_Cheeseburger 5 0.0970959638134
V8_V._FUSION_Juices,_Tropical 2 0.387093962558
Muffins,_plain,_prepared_from_recipe,_made_with_low_fat_(2%)_milk 0 0.100111493731
Cream,_fluid,_half_and_half 2 0.377022567141
Cereals,_corn_grits,_yellow,_regular_and_quick,_enriched,_cooked_with_water,_without_salt 2 0.556966483313
Bratwurst,_beef_and_pork,_smoked 5 0.235291238582
Fish,_snapper,_mixed_species,_raw 5 0.0214223570741
Beef,_brisket,_whole,_separable_lean_and_fat,_trimmed_to_1/8"_fat,_all_grades,_raw 5 0.391126934679
KEEBLER,_TOWN_HOUSE,_TOPPERS,_Original_Crackers 0 0.173954774157
Fish,_eel,_mixed_species,_cooked,_dry_heat 5 0.283464360672
Infant_formula,_MEAD_JOHNSON,_ENFAMIL,_NUTRAMIGEN,_with_iron,_ready-to-feed 2 0.56532692861
APPLEBEE'S,_mozzarella_sticks 0 -0.0497260673866
